22,18,850,11102," 에너지의이해,이용,실천",null,2,3,3,null
22,18,850,11257, 에피소드로보는과학철학,null,1,3,3,null
22,18,850,11257, 에피소드로보는과학철학,null,2,3,3,null
22,18,850,10910, 위험판단심리학,null,1,3,3,null
22,18,850,10910, 위험판단심리학,null,2,3,3,null
22,18,850,10104, 응용통계입문,null,1,3,3,null
22,18,850,10104, 응용통계입문,null,2,3,3,null
22,18,850,11336, 인공지능과인간,null,1,3,3,null
22,18,850,11336, 인공지능과인간,null,2,3,3,null
22,18,850,11261, 인공지능시대의정보산업이해,null,1,3,3,null
22,18,850,11261, 인공지능시대의정보산업이해,null,2,3,3,null
22,18,850,11156," 자연과의대화,환경생태",null,1,3,3,null
22,18,850,11156," 자연과의대화,환경생태",null,2,3,3,null
22,18,850,11096, 정보화사회와통계,null,1,3,3,null
22,18,850,11096, 정보화사회와통계,null,2,3,3,null
22,18,850,10135, 지구의역사,null,1,3,3,null
22,18,850,10135, 지구의역사,null,2,3,3,null
22,18,850,11042, 컴퓨터와마음,null,1,3,3,null
22,18,850,11042, 컴퓨터와마음,null,2,3,3,null
22,18,850,11145, 크리에이티브컴퓨팅,null,1,3,3,null
22,18,850,11145, 크리에이티브컴퓨팅,null,2,3,3,null
22,18,850,10164, 현대물리학과인간사고의변혁,null,1,3,3,null
22,18,850,10164, 현대물리학과인간사고의변혁,null,2,3,3,null
22,18,850,11157, 환경재난과국제협력,null,1,3,3,null
22,18,850,11157, 환경재난과국제협력,null,2,3,3,null
22,18,850,11159, General Biology,null,1,3,3,null
22,18,850,11159, General Biology,null,2,3,3,null
22,18,850,11262, 생활속의미생물,null,1,3,3,null
22,18,850,11262, 생활속의미생물,null,2,3,3,null
22,18,850,11187, 빅데이터사회와정보활용,null,1,3,3,null
22,18,850,11187, 빅데이터사회와정보활용,null,2,3,3,null
22,18,850,11264, 세계의자연유산과지오투어리즘,null,1,3,3,null
22,18,850,11264, 세계의자연유산과지오투어리즘,null,2,3,3,null
22,18,850,11098, 주거로보는건축문화,null,1,3,3,null
22,18,850,11098, 주거로보는건축문화,null,2,3,3,null
22,18,851,11208, IT융합설계개론,null,1,3,3,null
22,18,851,11208, IT융합설계개론,null,2,3,3,null
22,18,851,11309, 문제해결과SW프로그래밍,null,1,3,3,null
22,18,851,11309, 문제해결과SW프로그래밍,null,2,3,3,null
22,18,851,11214, 간호와휴머니즘,null,1,3,3,null
22,18,851,11214, 간호와휴머니즘,null,2,3,3,null
22,18,851,11206, 계산의기초와융합적문제해결,null,1,3,3,null
22,18,851,11206, 계산의기초와융합적문제해결,null,2,3,3,null
22,18,851,11207, 과학자를위한기초현대통계학론,null,1,3,3,null
22,18,851,11207, 과학자를위한기초현대통계학론,null,2,3,3,null
22,18,851,11210, 교육커뮤니케이션의이해와실제,null,1,3,3,null
22,18,851,11210, 교육커뮤니케이션의이해와실제,null,2,3,3,null
22,18,851,11212, 글로벌커리어개발과기업가정신,null,1,3,3,null
22,18,851,11212, 글로벌커리어개발과기업가정신,null,2,3,3,null
22,18,851,11204, 논리로과학읽기,null,1,3,3,null
22,18,851,11204, 논리로과학읽기,null,2,3,3,null
22,18,851,11209, 시각적사고를통한일상의문화와트랜드,null,1,3,3,null
22,18,851,11209, 시각적사고를통한일상의문화와트랜드,null,2,3,3,null
22,18,851,11263, 예술과기술,null,1,3,3,null
22,18,851,11263, 예술과기술,null,2,3,3,null
22,18,851,11233, 음악과테크놀로지,null,1,3,3,null
22,18,851,11233, 음악과테크놀로지,null,2,3,3,null
22,18,851,11235, 의료생명분야에서의컴퓨터적사고,null,1,3,3,null
22,18,851,11235, 의료생명분야에서의컴퓨터적사고,null,2,3,3,null
22,18,851,11213, 질병과몸의역사,null,1,3,3,null
22,18,851,11213, 질병과몸의역사,null,2,3,3,null
22,18,851,11205, 컴퓨터과학적인식과문제해결,null,1,3,3,null
22,18,851,11205, 컴퓨터과학적인식과문제해결,null,2,3,3,null
22,18,851,11232, 컴퓨터적사고와이해,null,1,3,3,null
22,18,851,11232, 컴퓨터적사고와이해,null,2,3,3,null
22,18,851,11234, 컴퓨터적사고와조형적활용,null,1,3,3,null
22,18,851,11234, 컴퓨터적사고와조형적활용,null,2,3,3,null
22,18,851,11211, 컴퓨팅적사고와프로그래밍,null,1,3,3,null
22,18,851,11211, 컴퓨팅적사고와프로그래밍,null,2,3,3,null
22,18,851,11215, 통합적분쟁이해와조정,null,1,3,3,null
22,18,851,11215, 통합적분쟁이해와조정,null,2,3,3,null
22,18,851,11260, 기업가정신과기술혁신,null,1,3,3,null
22,18,851,11357,데이터컨버저스와법,null,1,3,3,null
22,18,851,11357,데이터컨버저스와법,null,2,3,3,null
22,18,851,11373,데이터컴퓨팅,null,1,3,3,null
22,18,851,11373,데이터컴퓨팅,null,2,3,3,null
22,18,851,11356,리눅스와시스템적사고,null,1,3,3,null
22,18,851,11356,리눅스와시스템적사고,null,2,3,3,null
22,18,851,11365,빅데이터와젠더,null,1,3,3,null
22,18,851,11365,빅데이터와젠더,null,2,3,3,null
22,18,851,11367,사회문제해결을위한R프로그래밍기초,null,1,3,3,null
22,18,851,11367,사회문제해결을위한R프로그래밍기초,null,2,3,3,null
22,18,851,11368,정보와인공지능의수리적이해,null,1,3,3,null
22,18,851,11368,정보와인공지능의수리적이해,null,2,3,3,null
22,18,851,11374,컴퓨터보안과윈도우포렌식,null,1,3,3,null
22,18,851,11374,컴퓨터보안과윈도우포렌식,null,2,3,3,null
22,18,851,11362,컴퓨터속의우주,null,1,3,3,null
22,18,851,11362,컴퓨터속의우주,null,2,3,3,null
22,18,851,11369,컴퓨터식문제해결기법,null,1,3,3,null
22,18,851,11369,컴퓨터식문제해결기법,null,2,3,3,null
22,18,851,11364,푸드테크시대의음식과디자인,null,1,3,3,null
22,18,851,11364,푸드테크시대의음식과디자인,null,2,3,3,null
22,19,854,10023, 기독교와세계,1,1,3,3,null
22,19,854,10023, 기독교와세계,1,2,3,3,null
22,19,855,11256, 공존과협력의유토피아,1,1,3,2,null
22,19,855,11256, 공존과협력의유토피아,1,2,3,2,null
22,19,855,11254, 관계의미학:사랑과윤리,1,1,3,2,null
22,19,855,11254, 관계의미학:사랑과윤리,1,2,3,2,null
22,19,855,11095, 나눔리더십,1,1,3,2,null
22,19,855,11095, 나눔리더십,1,2,3,2,null
22,19,855,11253, 나눔의인간학,1,1,3,2,null
22,19,855,11253, 나눔의인간학,1,2,3,2,null
22,19,855,11252, 청춘의자기이해,1,1,3,2,null
22,19,855,11252, 청춘의자기이해,1,2,3,2,null
22,19,855,11255, 호모엠파티쿠스:소통·공감·신뢰,1,1,3,2,null
22,19,855,11255, 호모엠파티쿠스:소통·공감·신뢰,1,2,3,2,null
22,19,856,10021, 우리말과글쓰기,1,1,3,3,null
22,19,856,10021, 우리말과글쓰기,1,2,3,3,null
22,19,857,11094, 고전읽기와글쓰기,2,1,3,2,10021
22,19,857,11094, 고전읽기와글쓰기,2,2,3,2,10021
22,19,858,10098, 대학영어,1,1,3,3,null
22,19,858,10098, 대학영어,1,2,3,3,null
22,19,858,10099, 고급영어,1,1,3,3,null
22,19,858,10099, 고급영어,1,2,3,3,null
22,19,859,11036, 중국어Ⅰ,1,1,3,2,null
22,19,859,11037, 중국어Ⅱ,1,2,3,2,null
22,19,859,11073, 프랑스어Ⅰ,1,1,3,2,null
22,19,859,11074, 프랑스어Ⅱ,1,2,3,2,null
22,19,859,11033, 독일어Ⅰ,1,1,3,2,null
22,19,859,11034, 독일어Ⅱ,1,2,3,2,null
22,19,859,11091, 일본어Ⅰ,1,1,3,2,null
22,19,859,11092, 일본어Ⅱ,1,2,3,2,null
22,19,859,11066, 스페인어Ⅰ,1,1,3,2,null
22,19,859,11067, 스페인어Ⅱ,1,2,3,2,null
22,19,859,11064, 러시아어Ⅰ,1,1,3,2,null
22,19,859,11065, 러시아어Ⅱ,1,2,3,2,null
22,19,860,11053, 21세기사회와문학의대화,null,1,3,3,null
22,19,860,11053, 21세기사회와문학의대화,null,2,3,3,null
22,19,860,11183, The Story of Human Language,null,1,3,3,null
22,19,860,11183, The Story of Human Language,null,2,3,3,null
22,19,860,11165, Topics in Multiethnic American Literature,null,1,3,3,null
22,19,860,11165, Topics in Multiethnic American Literature,null,2,3,3,null
22,19,860,11112, 다매체시대의비교문학,null,1,3,3,null
22,19,860,11112, 다매체시대의비교문학,null,2,3,3,null
22,19,860,11108, 동아시아문학으로문화읽기,null,1,3,3,null
22,19,860,11108, 동아시아문학으로문화읽기,null,2,3,3,null
22,19,860,11038, 디지털미디어시대의동아시아문자,null,1,3,3,null
22,19,860,11038, 디지털미디어시대의동아시아문자,null,2,3,3,null
22,19,860,10950, 디지털스토리텔링의이해,null,1,3,3,null
22,19,860,10950, 디지털스토리텔링의이해,null,2,3,3,null
22,19,860,10041, 문학과삶,null,1,3,3,null
22,19,860,10041, 문학과삶,null,2,3,3,null
22,19,860,10654, 문학과영화,null,1,3,3,null
22,19,860,10654, 문학과영화,null,2,3,3,null
22,19,860,11148, 문학으로보는사랑의역사,null,1,3,3,null
22,19,860,11148, 문학으로보는사랑의역사,null,2,3,3,null
22,19,860,11184, 문학으로함께배우는매체/이야기,null,1,3,3,null
22,19,860,11184, 문학으로함께배우는매체/이야기,null,2,3,3,null
22,19,860,11146, 문화로읽는현대시의세계,null,1,3,3,null
22,19,860,11146, 문화로읽는현대시의세계,null,1,3,3,null
22,19,860,11147, 사이언스픽션의이해,null,1,3,3,null
22,19,860,11147, 사이언스픽션의이해,null,2,3,3,null
22,19,860,11297, 생태와문학,null,1,3,3,null
22,19,860,11297, 생태와문학,null,2,3,3,null
22,19,860,10768, 신화·상상력·문화,null,1,3,3,null
22,19,860,10768, 신화·상상력·문화,null,2,3,3,null
22,19,860,11109, 여행문학과세계인식,null,1,3,3,null
22,19,860,11109, 여행문학과세계인식,null,2,3,3,null
22,19,860,10882, 인간과언어,null,1,3,3,null
22,19,860,10882, 인간과언어,null,2,3,3,null
22,19,860,11258, 자연과문학,null,1,3,3,null
22,19,860,11258, 자연과문학,null,2,3,3,null
22,19,860,10543, 한국현대시와삶읽기,null,1,3,3,null
22,19,860,10543, 한국현대시와삶읽기,null,2,3,3,null
22,19,860,11134, 현대영어권문학의동향,null,1,3,3,null
22,19,860,11134, 현대영어권문학의동향,null,2,3,3,null
22,19,860,10896, 환상문학의세계,null,1,3,3,null
22,19,860,10896, 환상문학의세계,null,2,3,3,null
22,19,860,11334, Critical and Creative Textual Studies,null,1,3,3,null
22,19,860,11334, Critical and Creative Textual Studies,null,2,3,3,null
22,19,860,11335, Technical Writing and Document Design in English,null,1,3,3,null
22,19,860,11335, Technical Writing and Document Design in English,null,2,3,3,null
22,19,861,11107, 21세기의예술과인간,null,1,3,3,null
22,19,861,11107, 21세기의예술과인간,null,2,3,3,null
22,19,861,11164, Contemporary Photography,null,1,3,3,null
22,19,861,11164, Contemporary Photography,null,2,3,3,null
22,19,861,10018, 국악의이해,null,1,3,3,null
22,19,861,10018, 국악의이해,null,2,3,3,null
22,19,861,10033, 동양미술의이해,null,1,3,3,null
22,19,861,10033, 동양미술의이해,null,2,3,3,null
22,19,861,10778, 디지털매체와예술,null,1,3,3,null
22,19,861,10778, 디지털매체와예술,null,2,3,3,null
22,19,861,10576, 무용의이해,null,1,3,3,null
22,19,861,10576, 무용의이해,null,2,3,3,null
22,19,861,11153, 문화콘텐츠기획의이해,null,1,3,3,null
22,19,861,11153, 문화콘텐츠기획의이해,null,2,3,3,null
22,19,861,11328, 미술로치유하는마음,null,1,3,3,null
22,19,861,11328, 미술로치유하는마음,null,2,3,3,null
22,19,861,11083, 미학과미술,null,1,3,3,null
22,19,861,11083, 미학과미술,null,2,3,3,null
22,19,861,11135, 사물과예술,null,1,3,3,null
22,19,861,11135, 사물과예술,null,2,3,3,null
22,19,861,11329, 색채의이해,null,1,3,3,null
22,19,861,11329, 색채의이해,null,2,3,3,null
22,19,861,10072, 서양미술의이해,null,1,3,3,null
22,19,861,10072, 서양미술의이해,null,2,3,3,null
22,19,861,10073, 서양음악의이해,null,1,3,3,null
22,19,861,10073, 서양음악의이해,null,2,3,3,null
22,19,861,11084, 시각문화로서미술작품읽기,null,1,3,3,null
22,19,861,11084, 시각문화로서미술작품읽기,null,2,3,3,null
22,19,861,10090, 여성과예술,null,1,3,3,null
22,19,861,10090, 여성과예술,null,2,3,3,null
22,19,861,11113, 여성의몸과창조적움직임,null,1,3,3,null
22,19,861,11113, 여성의몸과창조적움직임,null,2,3,3,null
22,19,861,10097, 연극의이론과실제,null,1,3,3,null
22,19,861,10097, 연극의이론과실제,null,2,3,3,null
22,19,861,11110, 예술가와그의시대,null,1,3,3,null
22,19,861,11110, 예술가와그의시대,null,2,3,3,null
22,19,861,10100, 예술과사상,null,1,3,3,null
22,19,861,10100, 예술과사상,null,2,3,3,null
22,19,861,11055, 옛시와그림의만남,null,1,3,3,null
22,19,861,11055, 옛시와그림의만남,null,2,3,3,null
22,19,861,11075, 창조와상상의기술,null,1,3,3,null
22,19,861,11075, 창조와상상의기술,null,2,3,3,null
22,19,861,11035," 퍼포먼스인문학:제의,놀이,연극",null,1,3,3,null
22,19,861,11035," 퍼포먼스인문학:제의,놀이,연극",null,2,3,3,null
22,19,861,10892," 표현,예술,그리고시대정신",null,1,3,3,null
22,19,861,10892," 표현,예술,그리고시대정신",null,2,3,3,null
22,19,861,10152, 한국미술의이해,null,1,3,3,null
22,19,861,10152, 한국미술의이해,null,2,3,3,null
22,19,861,11333," 한국사와상상력,스토리텔링",null,1,3,3,null
22,19,861,11333," 한국사와상상력,스토리텔링",null,2,3,3,null
22,19,861,10883, 한국의문화공간과예술,null,1,3,3,null
22,19,861,10883, 한국의문화공간과예술,null,2,3,3,null
22,19,861,10165, 현대미술사,null,1,3,3,null
22,19,861,10165, 현대미술사,null,2,3,3,null
22,19,861,11330, Reading American Popular Culture in the Digital Age,null,1,3,3,null
22,19,861,11330, Reading American Popular Culture in the Digital Age,null,2,3,3,null
22,19,861,11265, 음악과건강,null,1,3,3,null
22,19,861,11265, 음악과건강,null,2,3,3,null
22,19,861,11116, Introduction to World Music and Culture,null,1,3,3,null
22,19,861,11116, Introduction to World Music and Culture,null,2,3,3,null
22,19,862,11190, The Art of Thinking,null,1,3,3,null
22,19,862,11190, The Art of Thinking,null,2,3,3,null
22,19,862,10545, 근대일본과동아시아,null,1,3,3,null
22,19,862,10545, 근대일본과동아시아,null,2,3,3,null
22,19,862,11046, 동서양의인간이해,null,1,3,3,null
22,19,862,11046, 동서양의인간이해,null,2,3,3,null
22,19,862,10034, 동양철학의이해,null,1,3,3,null
22,19,862,10034, 동양철학의이해,null,2,3,3,null
22,19,862,10769, 모던/포스트모던문화읽기,null,1,3,3,null
22,19,862,10769, 모던/포스트모던문화읽기,null,2,3,3,null
22,19,862,11056, 문화로읽는한국사,null,1,3,3,null
22,19,862,11056, 문화로읽는한국사,null,2,3,3,null
22,19,862,11185, 문화와예술을통해본르네상스역사,null,1,3,3,null
22,19,862,11185, 문화와예술을통해본르네상스역사,null,2,3,3,null
22,19,862,10772, 여성과사회정의,null,1,3,3,null
22,19,862,10772, 여성과사회정의,null,2,3,3,null
22,19,862,11054, 연어프로젝트:한국여성나의뿌리를찾아서 ,null,1,3,3,null
22,19,862,11054, 연어프로젝트:한국여성나의뿌리를찾아서 ,null,2,3,3,null
22,19,862,10108, 인간과종교,null,1,3,3,null
22,19,862,10108, 인간과종교,null,2,3,3,null
22,19,862,11041, 인간과철학적사유,null,1,3,3,null
22,19,862,11041, 인간과철학적사유,null,2,3,3,null
22,19,862,11293, 인물로본중국의역사,null,1,3,3,null
22,19,862,11293, 인물로본중국의역사,null,2,3,3,null
22,19,862,10581, 인물로본한국사,null,1,3,3,null
22,19,862,10581, 인물로본한국사,null,2,3,3,null
22,19,862,11078, 젠더와역사,null,1,3,3,null
22,19,862,11078, 젠더와역사,null,2,3,3,null
22,19,862,10767, 종교와문화,null,1,3,3,null
22,19,862,10767, 종교와문화,null,2,3,3,null
22,19,862,11057, 주제로살펴보는서양근현대사,null,1,3,3,null
22,19,862,11057, 주제로살펴보는서양근현대사,null,2,3,3,null
22,19,862,10544, 중국의역사와문화,null,1,3,3,null
22,19,862,10544, 중국의역사와문화,null,2,3,3,null
22,19,862,11297, 질병치료와백신의역사,null,1,3,3,null
22,19,862,11297, 질병치료와백신의역사,null,2,3,3,null
22,19,862,11189, 철학의은유들,null,1,3,3,null
22,19,862,11189, 철학의은유들,null,2,3,3,null
22,19,862,11045, 패러다임전환과비판이론,null,1,3,3,null
22,19,862,11045, 패러다임전환과비판이론,null,2,3,3,null
22,19,862,10149, 한국근현대사 ,null,1,3,3,null
22,19,862,10149, 한국근현대사 ,null,2,3,3,null
22,19,862,11058, 한국사의새로운이해,null,1,3,3,null
22,19,862,11058, 한국사의새로운이해,null,2,3,3,null
22,19,862,11186, Evolutionary Origin of Humans,null,1,3,3,null
22,19,862,11186, Evolutionary Origin of Humans,null,2,3,3,null
22,19,862,11295, 인공지능시대의과학과종교,null,1,3,3,null
22,19,862,11295, 인공지능시대의과학과종교,null,2,3,3,null
22,19,863,11360,ICT융합복지와법,null,1,3,3,null
22,19,863,11360,ICT융합복지와법,null,1,3,3,null
22,19,863,10011, 가족건강과간호,null,1,3,3,null
22,19,863,10011, 가족건강과간호,null,2,3,3,null
22,19,863,10932, 건축으로읽는사회문화사,null,1,3,3,null
22,19,863,10932, 건축으로읽는사회문화사,null,2,3,3,null
22,19,863,10013, 경영과사회,null,1,3,3,null
22,19,863,10013, 경영과사회,null,2,3,3,null
22,19,863,11068, 글로벌사회변동과쟁점지역연구,null,1,3,3,null
22,19,863,11068, 글로벌사회변동과쟁점지역연구,null,2,3,3,null
22,19,863,10913, 글로벌시대의다문화사회,null,1,3,3,null
22,19,863,10913, 글로벌시대의다문화사회,null,2,3,3,null
